Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
Member;2;5,789;121,569;57,89;115,78;4,761904762;5,789;8,9
Male;2;5,789;121,569;57,89;115,78;4,761904762;5,789;8,9
Food and beverages;2;5,789;121,569;57,89;115,78;4,761904762;5,789;8,9
1/17/2019;2;5,789;121,569;57,89;115,78;4,761904762;5,789;8,9
10;2;5,789;121,569;57,89;115,78;4,761904762;5,789;8,9
351-62-0822;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
B;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
Mandalay;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
Member;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
Female;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
Fashion accessories;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
02/06/2019;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
18;4;2,896;60,816;14,48;57,92;4,761904762;2,896;4,5
354-25-5821;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
B;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
Mandalay;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
Member;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
Female;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
Sports and travel;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
02/08/2019;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
13;6;20,736;435,456;69,12;414,72;4,761904762;20,736;5,6
354-39-5160;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
A;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
Yangon;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
Member;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
Female;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
Home and lifestyle;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
2/18/2019;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
15;6;10,326;216,846;34,42;206,52;4,761904762;10,326;9,8
355-34-6244;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
B;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
Mandalay;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
Normal;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
Male;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
Food and beverages;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
1/13/2019;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
19;2;7,239;152,019;72,39;144,78;4,761904762;7,239;8,1
355-53-5943;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
A;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
Yangon;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
Member;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
Female;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
Electronic accessories;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
2/25/2019;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
14;6;20,652;433,692;68,84;413,04;4,761904762;20,652;5,8
356-44-8813;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
B;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
Mandalay;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
Normal;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
Male;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
Home and lifestyle;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
1/20/2019;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
13;3;5,622;118,062;37,48;112,44;4,761904762;5,622;7,7
358-88-9262;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
C;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
Naypyitaw;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
Member;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
Female;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
Food and beverages;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
02/01/2019;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
18;6;26,244;551,124;87,48;524,88;4,761904762;26,244;5,1
359-90-3665;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
B;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
Mandalay;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
Member;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
Female;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
Fashion accessories;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
1/14/2019;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
18;4;3,616;75,936;18,08;72,32;4,761904762;3,616;9,5
359-94-5395;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
B;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
Mandalay;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
Normal;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
Male;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
Health and beauty;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
3/15/2019;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
10;1;4,639;97,419;92,78;92,78;4,761904762;4,639;9,8
360-39-5055;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
C;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
Naypyitaw;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
Member;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
Male;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
Sports and travel;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
03/09/2019;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
10;5;12,2275;256,7775;48,91;244,55;4,761904762;12,2275;6,6
361-59-0574;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
B;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
Mandalay;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
Member;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
Male;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
Sports and travel;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
3/15/2019;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
14;8;36,212;760,452;90,53;724,24;4,761904762;36,212;6,5
361-85-2571;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
A;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
Yangon;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
Normal;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
Female;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
Sports and travel;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
3/30/2019;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
10;5;22,37;469,77;89,48;447,4;4,761904762;22,37;7,4
362-58-8315;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
C;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
Naypyitaw;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
Normal;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
Male;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
Fashion accessories;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
3/25/2019;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
10;5;19,13;401,73;76,52;382,6;4,761904762;19,13;9,9
364-33-8584;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
B;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
Mandalay;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
Member;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
Female;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
Food and beverages;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
03/08/2019;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
15;5;4,4075;92,5575;17,63;88,15;4,761904762;4,4075;8,5
364-34-2972;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
C;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
Naypyitaw;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
Member;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
Male;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
Electronic accessories;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
3/30/2019;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
20;3;14,523;304,983;96,82;290,46;4,761904762;14,523;6,7
365-16-4334;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
B;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
Mandalay;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
Normal;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
Female;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
Food and beverages;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
2/24/2019;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
14;8;10,572;222,012;26,43;211,44;4,761904762;10,572;8,9
365-64-0515;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
A;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
Yangon;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
Normal;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
Female;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
Electronic accessories;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
02/12/2019;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
10;5;11,7375;246,4875;46,95;234,75;4,761904762;11,7375;7,1
366-43-6862;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
B;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
Mandalay;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
Normal;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
Male;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
Electronic accessories;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
3/25/2019;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
16;4;10,578;222,138;52,89;211,56;4,761904762;10,578;6,7
366-93-0948;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
A;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
Yangon;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
Member;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
Male;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
Electronic accessories;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
1/31/2019;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
10;1;3,3175;69,6675;66,35;66,35;4,761904762;3,3175;9,7
369-82-2676;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
B;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
Mandalay;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
Normal;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
Male;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
Electronic accessories;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
1/15/2019;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
18;5;18,915;397,215;75,66;378,3;4,761904762;18,915;7,8
370-41-7321;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
B;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
Mandalay;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
Member;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
Male;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
Health and beauty;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
2/27/2019;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
17;9;25,5105;535,7205;56,69;510,21;4,761904762;25,5105;8,4
370-96-0655;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
C;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
Naypyitaw;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
Normal;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
Female;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
Fashion accessories;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
01/09/2019;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
13;6;14,796;310,716;49,32;295,92;4,761904762;14,796;7,1
371-85-5789;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
B;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
Mandalay;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
Normal;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
Male;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
Health and beauty;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
03/05/2019;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
10;3;13,197;277,137;87,98;263,94;4,761904762;13,197;5,1
372-26-1506;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
C;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
Naypyitaw;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
Normal;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
Female;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
Fashion accessories;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
1/28/2019;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
19;5;5,955;125,055;23,82;119,1;4,761904762;5,955;5,4
372-62-5264;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
C;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
Naypyitaw;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
Normal;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
Female;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
Food and beverages;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
1/16/2019;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
14;9;23,67;497,07;52,6;473,4;4,761904762;23,67;7,6
372-94-8041;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
A;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
Yangon;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
Normal;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
Male;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
Health and beauty;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
2/15/2019;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
18;6;4,578;96,138;15,26;91,56;4,761904762;4,578;9,8
373-09-4567;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
C;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
Naypyitaw;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
Normal;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
Male;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
Food and beverages;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
3/14/2019;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
20;10;38,78;814,38;77,56;775,6;4,761904762;38,78;6,9
373-14-0504;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
A;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
Yangon;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
Member;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
Female;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
Sports and travel;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
02/12/2019;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
14;2;7,163;150,423;71,63;143,26;4,761904762;7,163;8,8
373-73-7910;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
A;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
Yangon;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
Normal;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
Male;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
Sports and travel;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
02/08/2019;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
10;7;30,2085;634,3785;86,31;604,17;4,761904762;30,2085;5,3
373-88-1424;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
C;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
Naypyitaw;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
Member;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
Male;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
Home and lifestyle;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
02/06/2019;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
18;5;8,9525;188,0025;35,81;179,05;4,761904762;8,9525;7,9
374-17-3652;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
B;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
Mandalay;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
Member;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
Female;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
Food and beverages;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
02/05/2019;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
15;9;19,269;404,649;42,82;385,38;4,761904762;19,269;8,9
374-38-5555;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
B;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
Mandalay;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
Normal;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
Female;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
Fashion accessories;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
02/07/2019;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
19;5;15,9275;334,4775;63,71;318,55;4,761904762;15,9275;8,5
375-72-3056;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
B;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
Mandalay;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
Normal;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
Male;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
Sports and travel;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
1/19/2019;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
15;3;9,459;198,639;63,06;189,18;4,761904762;9,459;7
376-02-8238;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
B;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
Mandalay;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
Normal;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
Male;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
Home and lifestyle;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
02/02/2019;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
18;8;37,548;788,508;93,87;750,96;4,761904762;37,548;8,3
376-56-3573;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
C;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
Naypyitaw;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
Normal;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
Female;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
Fashion accessories;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
02/02/2019;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
13;4;19,084;400,764;95,42;381,68;4,761904762;19,084;6,4
377-79-7592;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
C;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
Naypyitaw;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
Member;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
Female;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
Electronic accessories;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
1/14/2019;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
14;9;20,178;423,738;44,84;403,56;4,761904762;20,178;7,5
378-07-7001;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
B;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
Mandalay;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
Member;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
Male;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
Electronic accessories;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
02/10/2019;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
18;3;7,2135;151,4835;48,09;144,27;4,761904762;7,2135;7,8
378-24-2715;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
B;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
Mandalay;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
Normal;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
Male;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
Home and lifestyle;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
1/20/2019;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
20;2;5,344;112,224;53,44;106,88;4,761904762;5,344;4,1
379-17-6588;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
C;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
Naypyitaw;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
Normal;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
Male;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
Fashion accessories;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
3/14/2019;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
11;10;29,805;625,905;59,61;596,1;4,761904762;29,805;5,3
380-60-5336;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
A;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
Yangon;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
Normal;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
Female;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
Electronic accessories;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
2/24/2019;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
18;10;20,13;422,73;40,26;402,6;4,761904762;20,13;5
380-94-4661;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
C;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
Naypyitaw;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
Member;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
Male;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
Electronic accessories;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
02/07/2019;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
13;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6,9
381-20-0914;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
A;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
Yangon;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
Member;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
Female;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
Fashion accessories;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
01/12/2019;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
15;9;9,0045;189,0945;20,01;180,09;4,761904762;9,0045;5,7
382-03-4532;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
A;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
Yangon;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
Member;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
Female;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
Health and beauty;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
02/02/2019;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
18;1;0,9165;19,2465;18,33;18,33;4,761904762;0,9165;4,3
382-25-8917;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
C;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
Naypyitaw;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
Normal;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
Male;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
Fashion accessories;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
1/29/2019;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
12;6;12,624;265,104;42,08;252,48;4,761904762;12,624;8,9
384-59-6655;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
A;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
Yangon;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
Member;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
Female;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
Food and beverages;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
2/19/2019;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
15;9;44,397;932,337;98,66;887,94;4,761904762;44,397;8,4
386-27-7606;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
C;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
Naypyitaw;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
Member;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
Female;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
Home and lifestyle;7;28,42;596,82;81,2;568,4;4,761904762;28,42;8,1
